wage,educ,exper,age,sex,race,married,union,sector,overtime,economy
29.86,18.0,16.0,44.0,male,white,yes,yes,services,yes,Services
14.73,18.0,2.0,20.0,female,white,no,no,services,no,Healthcare
10.0,10.0,18.0,37.0,female,asian,yes,no,other,no,Healthcare
22.83,16.0,21.0,42.0,male,white,yes,no,manufacturing,yes,Manufacturing
18.84,15.0,14.0,41.0,male,hispanic,no,no,services,no,Services
23.24,14.0,16.0,34.0,male,other,no,yes,services,no,Services
30.84,17.0,26.0,39.0,male,hispanic,no,no,manufacturing,no,Manufacturing
19.93,20.0,21.0,48.0,female,asian,no,no,services,no,Healthcare
10.83,12.0,25.0,46.0,female,hispanic,yes,no,services,no,Services
16.12,12.0,37.0,48.0,male,hispanic,no,no,services,no,Education
30.73,17.0,25.0,48.0,female,white,no,no,services,no,Services
15.36,20.0,0.0,24.0,male,white,yes,yes,services,no,Healthcare
17.99,15.0,34.0,54.0,male,white,yes,no,services,no,Services
10.8,14.0,16.0,39.0,male,white,yes,yes,services,no,Services
24.76,15.0,5.0,25.0,male,white,yes,yes,manufacturing,no,Manufacturing
20.05,15.0,16.0,39.0,male,asian,yes,no,manufacturing,no,Manufacturing
25.61,19.0,21.0,44.0,female,black,yes,no,other,no,Services
18.79,18.0,4.0,31.0,female,other,no,no,other,no,Government
28.89,15.0,24.0,46.0,female,hispanic,no,no,services,no,Services
22.1,14.0,0.0,28.0,female,hispanic,no,no,services,no,Services
22.94,18.0,24.0,50.0,male,white,no,no,services,yes,Services
19.55,16.0,18.0,40.0,male,white,no,no,other,no,Manufacturing
18.07,14.0,4.0,29.0,female,asian,no,yes,manufacturing,no,Manufacturing
15.51,15.0,15.0,26.0,female,white,yes,no,manufacturing,no,Manufacturing
16.74,12.0,14.0,30.0,female,white,no,yes,manufacturing,no,Manufacturing
24.56,17.0,32.0,58.0,female,white,yes,no,manufacturing,no,Manufacturing
29.58,14.0,13.0,37.0,female,white,no,yes,services,no,Education
11.2,13.0,14.0,32.0,female,white,yes,no,services,no,Services
15.87,11.0,20.0,39.0,male,white,no,no,manufacturing,yes,Manufacturing
28.18,18.0,4.0,19.0,male,hispanic,no,no,services,no,Services
24.97,16.0,22.0,46.0,female,asian,no,no,manufacturing,no,Manufacturing
11.03,8.0,6.0,18.0,female,white,yes,no,services,no,Services
10.0,12.0,4.0,18.0,female,black,no,no,services,no,Services
18.46,12.0,5.0,20.0,male,white,yes,yes,services,no,Services
33.67,17.0,1.0,29.0,male,white,no,no,services,yes,Services
10.41,14.0,10.0,33.0,male,white,yes,yes,manufacturing,yes,Manufacturing
40.11,18.0,17.0,46.0,male,black,no,no,services,yes,Education
20.25,13.0,20.0,40.0,female,black,yes,no,services,no,Healthcare
21.59,17.0,26.0,51.0,female,white,yes,no,other,yes,Manufacturing
14.28,14.0,17.0,35.0,male,asian,no,yes,services,yes,Services
24.63,17.0,33.0,62.0,female,black,yes,yes,services,no,Services
14.28,12.0,26.0,35.0,female,white,yes,no,other,no,Healthcare
23.75,12.0,8.0,22.0,male,white,no,no,manufacturing,no,Manufacturing
19.95,16.0,11.0,36.0,male,asian,no,no,other,no,Manufacturing
13.81,17.0,2.0,22.0,male,white,yes,no,manufacturing,no,Manufacturing
29.69,16.0,24.0,45.0,male,white,yes,no,manufacturing,no,Manufacturing
15.91,14.0,19.0,39.0,male,black,no,yes,services,no,Services
17.77,13.0,13.0,32.0,female,hispanic,no,no,services,no,Education
17.64,17.0,10.0,38.0,male,white,no,no,services,no,Healthcare
25.75,17.0,24.0,46.0,female,white,yes,no,manufacturing,no,Manufacturing
23.97,17.0,19.0,43.0,male,white,no,no,services,yes,Services
18.49,17.0,10.0,31.0,female,white,yes,no,other,yes,Government
20.73,17.0,4.0,33.0,female,white,yes,yes,other,no,Government
10.0,14.0,21.0,44.0,male,hispanic,yes,yes,other,no,Government
12.97,13.0,6.0,24.0,female,black,no,no,services,no,Services
14.07,13.0,5.0,19.0,female,white,yes,no,other,no,Services
15.74,13.0,0.0,31.0,female,white,yes,no,services,no,Services
14.99,12.0,16.0,41.0,male,hispanic,yes,yes,services,no,Healthcare
20.43,13.0,27.0,47.0,female,other,yes,no,services,no,Services
15.17,13.0,15.0,40.0,male,black,no,no,services,no,Healthcare
17.55,16.0,18.0,42.0,male,hispanic,yes,no,services,no,Services
25.6,12.0,11.0,36.0,male,white,yes,yes,other,yes,Healthcare
23.25,16.0,13.0,27.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
20.96,14.0,12.0,34.0,female,white,yes,no,manufacturing,yes,Manufacturing
15.21,13.0,10.0,28.0,female,white,yes,no,other,no,Manufacturing
10.0,14.0,23.0,37.0,female,asian,no,yes,manufacturing,yes,Manufacturing
23.9,14.0,7.0,31.0,female,white,no,no,services,no,Education
29.85,17.0,7.0,28.0,female,hispanic,no,no,services,no,Services
13.7,9.0,13.0,25.0,male,white,yes,no,manufacturing,no,Manufacturing
21.08,17.0,5.0,28.0,female,hispanic,yes,no,services,no,Healthcare
30.92,17.0,8.0,29.0,female,white,yes,no,services,no,Services
16.15,13.0,18.0,40.0,female,black,no,no,services,no,Services
11.54,15.0,21.0,46.0,female,white,yes,yes,services,no,Services
18.1,13.0,33.0,47.0,female,white,no,no,services,no,Services
18.0,15.0,18.0,41.0,male,white,yes,yes,other,yes,Manufacturing
30.02,18.0,16.0,49.0,male,black,no,no,other,no,Manufacturing
14.99,16.0,5.0,29.0,female,white,yes,no,other,no,Government
11.39,11.0,8.0,25.0,female,black,yes,yes,services,yes,Healthcare
20.56,18.0,20.0,41.0,male,white,yes,no,services,yes,Services
10.88,11.0,4.0,19.0,female,white,yes,no,services,yes,Education
14.12,11.0,21.0,32.0,female,white,no,no,services,no,Services
24.61,14.0,23.0,45.0,male,white,yes,no,services,no,Healthcare
24.17,15.0,15.0,31.0,female,black,yes,no,services,no,Healthcare
13.09,11.0,17.0,30.0,female,white,yes,no,other,no,Manufacturing
17.62,19.0,1.0,26.0,female,black,yes,no,services,no,Services
19.9,12.0,1.0,22.0,female,asian,yes,no,services,no,Services
25.02,19.0,10.0,32.0,male,white,yes,no,services,yes,Services
13.39,16.0,16.0,40.0,female,white,yes,yes,other,no,Healthcare
16.48,13.0,8.0,30.0,female,white,yes,yes,other,no,Government
15.29,16.0,16.0,36.0,female,white,no,no,services,no,Services
22.75,12.0,13.0,37.0,female,white,no,no,manufacturing,no,Manufacturing
28.59,16.0,38.0,65.0,male,white,no,no,services,yes,Services
21.85,17.0,6.0,31.0,female,white,yes,no,services,no,Healthcare
18.66,12.0,0.0,19.0,female,hispanic,yes,no,manufacturing,yes,Manufacturing
21.71,13.0,13.0,33.0,male,black,yes,no,manufacturing,no,Manufacturing
10.0,12.0,19.0,32.0,male,white,no,no,services,no,Healthcare
15.99,16.0,7.0,23.0,male,asian,no,no,services,yes,Healthcare
11.69,13.0,20.0,37.0,female,white,yes,no,services,yes,Education
16.95,14.0,28.0,45.0,male,other,no,yes,services,no,Services
28.12,17.0,23.0,49.0,female,white,no,no,services,no,Services
22.53,13.0,25.0,41.0,male,black,no,no,services,no,Services
14.95,16.0,13.0,44.0,female,hispanic,no,no,other,yes,Healthcare
18.33,13.0,19.0,49.0,female,white,yes,no,services,no,Education
15.37,14.0,14.0,37.0,female,white,no,no,manufacturing,no,Manufacturing
24.92,13.0,12.0,26.0,female,white,yes,no,services,no,Services
16.97,12.0,8.0,29.0,female,black,yes,no,other,no,Manufacturing
24.79,13.0,24.0,41.0,female,black,yes,no,services,no,Services
15.11,12.0,6.0,27.0,female,hispanic,yes,no,services,no,Services
20.58,18.0,7.0,33.0,male,white,yes,no,other,yes,Manufacturing
12.32,11.0,8.0,38.0,female,hispanic,yes,no,services,no,Healthcare
27.53,13.0,13.0,39.0,female,white,yes,no,services,no,Services
18.81,13.0,18.0,35.0,male,hispanic,no,no,services,no,Services
15.53,10.0,12.0,33.0,male,white,no,no,other,no,Government
21.27,11.0,22.0,38.0,male,white,no,no,other,yes,Manufacturing
15.67,16.0,8.0,35.0,female,asian,yes,no,manufacturing,no,Manufacturing
17.82,13.0,0.0,21.0,female,white,no,no,services,yes,Services
13.1,15.0,2.0,25.0,female,hispanic,no,yes,services,yes,Healthcare
17.93,12.0,2.0,21.0,female,asian,yes,no,services,no,Services
15.34,11.0,26.0,42.0,male,white,no,no,manufacturing,no,Manufacturing
14.64,13.0,27.0,50.0,male,white,no,no,other,yes,Manufacturing
15.75,15.0,20.0,44.0,female,white,no,no,services,no,Services
22.77,13.0,24.0,45.0,female,black,no,yes,other,no,Manufacturing
23.69,13.0,10.0,30.0,male,black,yes,no,services,no,Education
23.94,17.0,13.0,36.0,male,white,yes,no,other,no,Government
15.82,14.0,2.0,22.0,female,asian,yes,no,other,no,Services
13.86,11.0,12.0,31.0,female,asian,no,no,services,no,Services
23.69,15.0,23.0,41.0,female,white,yes,no,manufacturing,no,Manufacturing
25.69,16.0,15.0,40.0,female,white,no,no,services,no,Services
20.1,15.0,20.0,50.0,female,asian,yes,no,services,no,Services
23.11,13.0,13.0,28.0,male,white,yes,no,manufacturing,no,Manufacturing
16.6,11.0,25.0,39.0,female,white,yes,no,services,no,Services
11.96,14.0,14.0,39.0,female,black,yes,no,other,no,Manufacturing
30.3,16.0,28.0,56.0,male,white,no,no,services,no,Education
18.25,16.0,12.0,33.0,female,white,yes,no,services,no,Healthcare
18.49,17.0,17.0,45.0,female,white,yes,no,services,no,Education
26.09,11.0,26.0,43.0,female,asian,yes,no,manufacturing,yes,Manufacturing
18.08,15.0,12.0,41.0,male,white,no,no,services,no,Education
16.65,12.0,17.0,35.0,female,other,yes,no,other,no,Services
24.01,18.0,19.0,43.0,male,black,yes,no,services,no,Education
24.0,17.0,9.0,23.0,female,white,yes,no,services,yes,Services
11.17,14.0,0.0,23.0,female,white,no,no,other,no,Services
27.34,14.0,5.0,26.0,male,white,yes,no,services,no,Services
22.34,14.0,5.0,31.0,female,asian,yes,no,services,no,Healthcare
19.78,16.0,3.0,25.0,female,white,yes,yes,manufacturing,no,Manufacturing
22.2,16.0,11.0,33.0,female,white,no,no,services,no,Education
17.92,10.0,14.0,30.0,female,white,no,yes,manufacturing,no,Manufacturing
18.69,17.0,17.0,48.0,female,black,yes,no,other,no,Healthcare
14.41,13.0,25.0,41.0,male,black,yes,no,manufacturing,no,Manufacturing
14.77,12.0,12.0,30.0,female,white,no,no,other,no,Government
11.29,13.0,10.0,35.0,male,white,no,no,manufacturing,no,Manufacturing
22.3,13.0,22.0,40.0,female,white,yes,no,services,no,Healthcare
13.62,14.0,1.0,18.0,female,hispanic,yes,no,other,no,Manufacturing
19.06,11.0,35.0,45.0,female,asian,no,no,services,no,Education
33.46,22.0,20.0,55.0,female,white,yes,no,manufacturing,yes,Manufacturing
19.3,13.0,20.0,38.0,female,asian,no,no,manufacturing,yes,Manufacturing
19.74,15.0,14.0,33.0,female,white,yes,no,manufacturing,no,Manufacturing
15.42,15.0,9.0,32.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
16.62,15.0,22.0,42.0,male,black,yes,no,services,no,Services
27.81,17.0,24.0,38.0,female,asian,yes,yes,services,yes,Services
19.19,13.0,11.0,24.0,female,white,yes,no,services,no,Education
16.4,15.0,17.0,34.0,female,white,yes,no,services,yes,Services
10.0,13.0,0.0,18.0,male,white,no,no,services,no,Healthcare
21.7,16.0,13.0,29.0,male,hispanic,no,no,manufacturing,no,Manufacturing
20.87,13.0,10.0,34.0,female,white,yes,no,services,no,Services
21.55,15.0,7.0,29.0,female,hispanic,no,no,services,no,Healthcare
20.39,16.0,5.0,21.0,female,white,no,no,services,no,Services
20.03,17.0,4.0,19.0,female,white,no,no,services,no,Services
28.69,16.0,12.0,31.0,female,hispanic,no,no,other,no,Healthcare
13.55,16.0,18.0,35.0,male,black,no,no,services,no,Education
19.09,17.0,14.0,37.0,female,white,no,no,services,no,Healthcare
15.26,12.0,6.0,20.0,female,white,yes,no,services,no,Education
16.62,16.0,17.0,38.0,male,black,yes,yes,manufacturing,yes,Manufacturing
18.0,15.0,21.0,44.0,female,white,no,no,other,no,Healthcare
31.04,17.0,27.0,59.0,female,asian,yes,no,manufacturing,no,Manufacturing
29.77,17.0,22.0,50.0,male,white,yes,no,services,no,Services
28.64,16.0,30.0,44.0,male,white,no,no,services,yes,Healthcare
24.23,17.0,11.0,36.0,male,hispanic,no,yes,services,no,Services
16.16,19.0,19.0,40.0,female,white,no,yes,services,no,Education
10.0,9.0,10.0,34.0,male,asian,no,no,other,yes,Government
24.12,14.0,21.0,40.0,female,white,no,no,other,yes,Services
30.04,16.0,23.0,39.0,male,white,yes,no,services,no,Services
17.75,17.0,0.0,21.0,female,white,no,no,services,no,Services
20.69,13.0,3.0,19.0,female,white,no,no,services,no,Services
21.5,11.0,20.0,39.0,male,white,yes,no,manufacturing,no,Manufacturing
28.21,19.0,22.0,51.0,female,white,no,no,services,no,Services
13.79,13.0,14.0,36.0,female,asian,yes,no,services,no,Services
13.71,15.0,0.0,18.0,female,hispanic,yes,no,services,no,Services
22.81,13.0,19.0,36.0,female,white,no,no,manufacturing,no,Manufacturing
18.99,14.0,0.0,24.0,female,asian,no,no,services,yes,Services
22.58,16.0,17.0,32.0,male,white,yes,no,services,no,Services
27.1,21.0,25.0,53.0,male,black,no,no,services,no,Services
10.0,14.0,8.0,32.0,male,hispanic,no,no,manufacturing,no,Manufacturing
24.33,17.0,11.0,39.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
29.63,18.0,14.0,37.0,female,white,yes,no,manufacturing,no,Manufacturing
20.42,19.0,14.0,45.0,male,white,no,no,other,no,Healthcare
10.46,17.0,7.0,28.0,female,black,no,yes,services,no,Education
31.27,17.0,29.0,54.0,male,other,yes,no,services,no,Services
12.69,13.0,6.0,27.0,male,white,yes,no,services,yes,Services
29.55,16.0,11.0,36.0,female,white,yes,no,manufacturing,yes,Manufacturing
29.6,18.0,14.0,43.0,female,hispanic,yes,no,services,no,Services
11.69,15.0,6.0,29.0,male,black,yes,no,services,no,Services
23.06,15.0,17.0,38.0,female,hispanic,yes,yes,services,yes,Services
20.26,14.0,16.0,31.0,male,white,yes,yes,manufacturing,no,Manufacturing
12.51,15.0,13.0,32.0,male,white,no,no,services,no,Services
29.5,16.0,16.0,40.0,male,white,no,yes,manufacturing,no,Manufacturing
25.23,13.0,19.0,35.0,female,asian,no,no,services,no,Services
17.62,15.0,7.0,30.0,female,hispanic,yes,no,other,no,Government
14.66,15.0,9.0,33.0,female,white,yes,no,services,no,Education
17.05,17.0,11.0,35.0,female,white,yes,yes,services,yes,Services
22.32,14.0,7.0,36.0,male,white,no,no,services,no,Services
22.29,15.0,5.0,19.0,male,white,yes,no,services,no,Services
27.18,17.0,17.0,41.0,female,white,no,no,services,no,Healthcare
25.21,16.0,20.0,43.0,male,white,yes,no,services,yes,Services
20.62,18.0,7.0,25.0,male,white,yes,no,manufacturing,no,Manufacturing
18.38,15.0,21.0,41.0,male,asian,yes,no,manufacturing,no,Manufacturing
14.31,12.0,11.0,36.0,female,white,yes,no,other,no,Government
20.82,18.0,12.0,37.0,female,black,yes,yes,services,no,Services
26.61,17.0,15.0,41.0,female,hispanic,no,no,services,no,Education
23.94,14.0,19.0,41.0,female,asian,no,no,services,no,Services
17.78,16.0,12.0,31.0,male,white,no,no,manufacturing,no,Manufacturing
25.68,15.0,8.0,31.0,male,white,yes,no,services,no,Healthcare
19.57,15.0,16.0,42.0,female,black,yes,no,services,no,Services
10.0,14.0,15.0,40.0,female,black,yes,no,services,no,Education
30.88,18.0,27.0,58.0,male,white,no,no,manufacturing,no,Manufacturing
11.1,15.0,13.0,38.0,male,hispanic,no,no,services,no,Education
15.45,13.0,8.0,21.0,female,hispanic,yes,no,services,no,Services
21.67,12.0,6.0,30.0,female,hispanic,yes,no,services,no,Education
10.0,11.0,19.0,41.0,female,white,no,no,services,yes,Services
17.13,13.0,2.0,18.0,male,other,no,no,manufacturing,no,Manufacturing
18.27,13.0,14.0,22.0,male,asian,yes,no,manufacturing,no,Manufacturing
17.07,11.0,28.0,43.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
19.38,16.0,5.0,25.0,female,white,no,no,manufacturing,no,Manufacturing
12.91,15.0,1.0,18.0,male,hispanic,no,no,other,yes,Manufacturing
21.11,13.0,23.0,33.0,female,asian,no,no,services,no,Education
22.01,12.0,19.0,41.0,female,white,no,no,other,no,Services
22.56,16.0,10.0,31.0,male,hispanic,no,no,other,no,Manufacturing
15.51,12.0,20.0,42.0,female,white,yes,no,manufacturing,no,Manufacturing
16.83,17.0,7.0,35.0,female,hispanic,no,no,services,no,Services
21.02,18.0,14.0,39.0,male,white,no,no,other,no,Services
26.29,17.0,7.0,33.0,female,white,yes,no,other,no,Healthcare
22.7,12.0,14.0,41.0,male,hispanic,yes,no,services,no,Healthcare
16.26,13.0,21.0,41.0,female,other,no,no,services,no,Education
14.46,14.0,16.0,40.0,male,hispanic,yes,yes,manufacturing,no,Manufacturing
19.95,12.0,14.0,29.0,female,white,yes,no,services,no,Services
18.33,13.0,0.0,18.0,male,black,yes,no,manufacturing,no,Manufacturing
18.67,14.0,21.0,37.0,female,white,yes,no,services,no,Education
11.49,9.0,13.0,30.0,female,asian,no,no,services,no,Services
16.43,16.0,18.0,42.0,male,white,yes,no,other,no,Manufacturing
18.29,15.0,12.0,30.0,male,white,yes,no,services,no,Services
16.87,17.0,9.0,33.0,male,white,yes,no,services,no,Services
32.35,15.0,24.0,42.0,male,white,no,no,services,no,Education
20.22,12.0,9.0,19.0,female,white,yes,no,services,no,Healthcare
11.49,10.0,6.0,28.0,male,white,no,no,other,no,Services
21.12,18.0,2.0,25.0,male,white,yes,no,manufacturing,no,Manufacturing
22.03,12.0,15.0,36.0,male,white,yes,no,services,no,Healthcare
27.96,18.0,18.0,38.0,male,hispanic,no,no,services,yes,Healthcare
23.91,15.0,30.0,54.0,male,black,yes,no,manufacturing,no,Manufacturing
29.57,19.0,15.0,35.0,female,white,no,no,manufacturing,no,Manufacturing
16.19,12.0,1.0,26.0,male,white,yes,no,services,no,Services
19.61,18.0,0.0,23.0,female,white,yes,no,manufacturing,no,Manufacturing
24.69,15.0,15.0,31.0,female,white,no,no,manufacturing,yes,Manufacturing
22.01,14.0,0.0,18.0,female,white,no,yes,services,no,Healthcare
10.0,17.0,6.0,32.0,male,other,yes,no,services,no,Services
10.0,9.0,8.0,18.0,male,white,yes,no,services,no,Healthcare
30.21,21.0,25.0,50.0,female,white,no,no,other,no,Manufacturing
16.82,15.0,16.0,42.0,male,hispanic,no,no,services,yes,Services
19.61,14.0,24.0,44.0,female,white,no,no,services,no,Services
26.15,19.0,24.0,50.0,male,white,yes,no,other,no,Manufacturing
24.06,13.0,17.0,35.0,female,white,no,no,manufacturing,no,Manufacturing
25.48,17.0,0.0,18.0,male,white,yes,no,manufacturing,yes,Manufacturing
14.83,13.0,13.0,28.0,female,asian,yes,no,services,no,Education
22.34,16.0,0.0,23.0,female,white,yes,no,services,no,Healthcare
22.4,15.0,15.0,39.0,male,white,no,no,services,yes,Healthcare
26.41,15.0,21.0,46.0,male,white,no,no,manufacturing,no,Manufacturing
30.21,16.0,40.0,62.0,female,asian,no,no,services,no,Services
15.72,13.0,20.0,39.0,male,hispanic,no,no,services,no,Education
12.4,11.0,8.0,22.0,female,white,yes,yes,manufacturing,no,Manufacturing
18.31,13.0,16.0,34.0,male,white,no,no,manufacturing,no,Manufacturing
19.26,12.0,5.0,24.0,male,white,yes,no,manufacturing,yes,Manufacturing
20.73,15.0,30.0,50.0,female,black,yes,no,services,yes,Healthcare
20.72,15.0,16.0,24.0,female,hispanic,yes,no,other,no,Healthcare
23.26,13.0,26.0,45.0,male,black,yes,no,services,no,Healthcare
18.76,15.0,0.0,18.0,female,white,yes,no,services,yes,Education
26.8,14.0,28.0,50.0,female,white,yes,no,manufacturing,no,Manufacturing
21.1,16.0,14.0,39.0,male,white,yes,no,services,no,Education
19.72,14.0,21.0,46.0,male,white,no,no,manufacturing,no,Manufacturing
10.0,12.0,19.0,38.0,male,white,no,no,other,yes,Services
18.24,14.0,12.0,40.0,male,hispanic,no,yes,services,no,Services
19.6,12.0,15.0,35.0,male,white,no,no,services,yes,Services
25.42,15.0,8.0,27.0,female,white,no,no,manufacturing,no,Manufacturing
21.45,15.0,19.0,41.0,female,hispanic,no,no,services,no,Healthcare
20.95,16.0,8.0,29.0,male,white,no,no,services,no,Education
20.93,16.0,5.0,25.0,male,other,no,yes,services,no,Services
16.41,11.0,6.0,21.0,female,white,yes,no,services,no,Services
12.69,12.0,11.0,28.0,female,white,yes,no,services,no,Education
16.0,14.0,17.0,43.0,male,white,no,no,services,no,Healthcare
19.65,16.0,14.0,38.0,female,hispanic,yes,yes,services,no,Education
12.39,10.0,13.0,28.0,female,black,no,no,manufacturing,yes,Manufacturing
10.0,10.0,12.0,23.0,female,black,no,no,services,no,Services
15.31,14.0,15.0,40.0,female,white,no,no,other,no,Government
20.66,16.0,10.0,31.0,female,white,no,no,other,no,Government
24.61,19.0,13.0,39.0,female,white,no,no,services,no,Services
11.2,12.0,30.0,50.0,female,white,yes,no,services,yes,Education
16.58,14.0,15.0,35.0,female,other,yes,yes,services,no,Services
20.99,16.0,12.0,40.0,male,black,yes,no,other,no,Manufacturing
16.77,14.0,8.0,30.0,male,asian,no,yes,other,no,Manufacturing
24.58,15.0,17.0,35.0,female,hispanic,yes,no,other,no,Manufacturing
26.39,14.0,12.0,29.0,male,hispanic,no,no,services,no,Services
10.0,15.0,15.0,35.0,male,asian,yes,no,other,no,Services
21.79,14.0,24.0,51.0,male,black,no,no,services,no,Services
10.0,10.0,6.0,33.0,female,other,yes,no,services,no,Education
16.05,10.0,13.0,29.0,male,other,yes,no,services,yes,Services
26.04,14.0,17.0,38.0,male,white,no,no,manufacturing,no,Manufacturing
19.99,10.0,36.0,54.0,male,white,yes,no,other,no,Government
22.69,16.0,13.0,34.0,male,asian,no,no,manufacturing,no,Manufacturing
11.06,17.0,8.0,31.0,female,hispanic,yes,no,services,yes,Services
13.57,14.0,8.0,33.0,male,black,yes,no,other,no,Healthcare
14.73,9.0,17.0,30.0,male,white,no,no,manufacturing,no,Manufacturing
27.53,12.0,9.0,27.0,female,hispanic,yes,no,services,yes,Services
21.26,15.0,8.0,23.0,male,black,no,yes,services,no,Services
23.34,17.0,9.0,27.0,female,asian,no,yes,services,no,Services
23.49,15.0,4.0,26.0,male,white,no,no,services,no,Education
11.57,14.0,20.0,47.0,female,hispanic,yes,no,manufacturing,yes,Manufacturing
26.9,16.0,22.0,42.0,female,white,no,no,services,no,Services
26.64,11.0,11.0,25.0,female,white,yes,no,services,no,Services
10.0,13.0,9.0,30.0,male,white,yes,yes,services,no,Services
18.08,13.0,21.0,42.0,female,white,no,no,manufacturing,yes,Manufacturing
15.94,14.0,18.0,42.0,male,hispanic,yes,no,services,yes,Education
25.63,16.0,12.0,36.0,male,white,no,yes,manufacturing,yes,Manufacturing
13.85,11.0,18.0,36.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
13.87,14.0,15.0,35.0,female,asian,no,no,services,no,Services
20.57,15.0,13.0,33.0,female,white,yes,no,other,no,Manufacturing
17.04,16.0,12.0,29.0,female,white,no,no,services,no,Services
25.91,13.0,22.0,41.0,female,white,yes,no,services,no,Services
10.88,9.0,27.0,40.0,female,asian,yes,yes,services,yes,Education
10.0,16.0,1.0,18.0,male,white,yes,no,other,no,Services
25.37,16.0,14.0,38.0,female,white,yes,no,manufacturing,no,Manufacturing
18.97,14.0,20.0,39.0,male,white,no,no,services,yes,Services
26.43,16.0,27.0,50.0,male,hispanic,no,no,services,yes,Healthcare
19.03,12.0,17.0,36.0,female,black,no,no,services,no,Services
26.11,16.0,1.0,24.0,female,asian,yes,no,services,no,Services
30.35,17.0,2.0,24.0,female,hispanic,no,no,other,no,Manufacturing
17.96,13.0,18.0,41.0,male,other,no,no,other,no,Government
29.15,16.0,0.0,18.0,female,white,no,no,manufacturing,no,Manufacturing
18.24,12.0,16.0,33.0,female,white,no,no,services,no,Services
24.05,16.0,9.0,42.0,female,black,yes,no,services,yes,Services
22.23,18.0,8.0,28.0,male,white,no,no,services,yes,Healthcare
14.54,16.0,14.0,31.0,female,white,yes,no,other,yes,Government
19.44,15.0,11.0,40.0,female,white,yes,no,other,no,Government
12.24,9.0,8.0,23.0,male,white,no,no,other,no,Services
16.93,14.0,3.0,20.0,female,white,no,no,services,no,Services
17.89,14.0,19.0,34.0,male,hispanic,yes,no,services,no,Services
10.0,15.0,8.0,33.0,female,white,yes,yes,other,no,Healthcare
17.65,11.0,19.0,33.0,male,black,yes,no,manufacturing,no,Manufacturing
13.33,15.0,10.0,35.0,female,black,yes,no,manufacturing,no,Manufacturing
29.24,15.0,23.0,50.0,male,hispanic,no,no,manufacturing,no,Manufacturing
12.41,14.0,16.0,41.0,male,white,yes,yes,manufacturing,no,Manufacturing
16.49,16.0,11.0,35.0,female,white,no,no,services,yes,Services
19.29,16.0,20.0,43.0,female,white,no,no,services,no,Education
26.38,17.0,21.0,43.0,male,white,yes,no,manufacturing,no,Manufacturing
12.94,11.0,10.0,22.0,male,other,no,no,other,no,Manufacturing
23.45,16.0,14.0,34.0,male,white,no,yes,manufacturing,yes,Manufacturing
22.73,11.0,19.0,34.0,female,white,no,no,services,no,Services
13.38,16.0,4.0,24.0,female,white,no,no,other,no,Government
24.0,15.0,15.0,37.0,female,white,no,no,services,yes,Healthcare
30.04,14.0,21.0,42.0,male,white,no,no,manufacturing,yes,Manufacturing
26.36,20.0,13.0,42.0,female,hispanic,yes,no,services,no,Healthcare
15.2,16.0,14.0,32.0,male,white,yes,yes,manufacturing,yes,Manufacturing
14.2,12.0,28.0,48.0,male,white,yes,no,services,no,Healthcare
21.32,13.0,0.0,18.0,male,hispanic,no,no,manufacturing,no,Manufacturing
14.51,11.0,20.0,32.0,female,asian,yes,no,services,no,Services
19.27,15.0,9.0,35.0,female,black,no,no,other,no,Government
23.6,17.0,21.0,44.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
25.4,17.0,16.0,52.0,male,white,no,yes,manufacturing,no,Manufacturing
21.17,14.0,19.0,41.0,male,hispanic,no,no,manufacturing,no,Manufacturing
20.4,14.0,2.0,23.0,female,white,no,no,services,yes,Education
20.56,17.0,23.0,43.0,male,asian,no,no,other,yes,Manufacturing
15.85,15.0,24.0,47.0,male,black,yes,no,manufacturing,no,Manufacturing
22.87,17.0,27.0,50.0,male,black,yes,no,manufacturing,yes,Manufacturing
24.53,17.0,7.0,27.0,male,white,yes,no,manufacturing,no,Manufacturing
19.78,17.0,5.0,30.0,male,white,yes,no,manufacturing,no,Manufacturing
12.82,14.0,4.0,22.0,male,white,yes,no,services,no,Education
32.92,12.0,14.0,37.0,female,white,yes,no,services,no,Healthcare
17.92,13.0,29.0,48.0,male,hispanic,yes,yes,other,yes,Manufacturing
14.64,15.0,14.0,33.0,male,asian,no,no,manufacturing,no,Manufacturing
18.6,14.0,10.0,33.0,female,hispanic,no,no,services,no,Services
26.92,13.0,23.0,45.0,male,white,yes,no,manufacturing,no,Manufacturing
21.13,17.0,19.0,44.0,female,white,no,no,manufacturing,yes,Manufacturing
21.41,15.0,17.0,39.0,female,black,yes,no,manufacturing,no,Manufacturing
12.03,11.0,4.0,18.0,male,black,yes,no,manufacturing,no,Manufacturing
29.86,18.0,23.0,50.0,male,white,no,no,services,no,Education
15.4,13.0,6.0,29.0,male,white,yes,no,services,no,Services
20.53,15.0,24.0,48.0,female,white,yes,no,other,no,Healthcare
10.0,11.0,16.0,39.0,male,white,yes,no,services,no,Healthcare
20.42,17.0,20.0,38.0,male,black,no,no,other,no,Government
