wage,educ,exper,age,sex,race,married,union,sector,overtime
12.51,15.0,13.0,32.0,male,white,no,no,healthcare,no
29.5,16.0,16.0,40.0,male,white,no,yes,manufacturing,no
25.23,13.0,19.0,35.0,male,asian,no,no,services,no
17.62,15.0,7.0,30.0,female,hispanic,yes,no,services,no
14.66,15.0,9.0,33.0,female,white,yes,no,services,no
17.05,17.0,11.0,35.0,female,white,yes,yes,education,yes
22.32,14.0,7.0,36.0,male,white,no,no,education,no
22.29,15.0,5.0,19.0,female,white,yes,no,services,no
27.18,17.0,17.0,41.0,male,white,no,no,healthcare,no
25.21,16.0,20.0,43.0,female,white,yes,no,services,yes
20.62,18.0,7.0,25.0,male,white,yes,no,manufacturing,no
18.38,15.0,21.0,41.0,male,asian,yes,no,manufacturing,no
14.31,12.0,11.0,36.0,female,white,yes,no,services,no
20.82,18.0,12.0,37.0,male,black,yes,yes,healthcare,no
26.61,17.0,15.0,41.0,male,hispanic,no,no,services,no
23.94,14.0,19.0,41.0,female,asian,no,no,healthcare,no
17.78,16.0,12.0,31.0,female,white,no,no,manufacturing,no
25.68,15.0,8.0,31.0,male,white,yes,no,healthcare,no
19.57,15.0,16.0,42.0,female,black,yes,no,healthcare,no
10.0,14.0,15.0,40.0,female,black,yes,no,healthcare,no
30.88,18.0,27.0,58.0,male,white,no,no,manufacturing,no
11.1,15.0,13.0,38.0,female,hispanic,no,no,services,no
15.45,13.0,8.0,21.0,female,hispanic,yes,no,services,no
21.67,12.0,6.0,30.0,female,hispanic,yes,no,education,no
10.0,11.0,19.0,41.0,male,white,no,no,services,yes
17.13,13.0,2.0,18.0,male,other,no,no,manufacturing,no
18.27,13.0,14.0,22.0,male,asian,yes,no,manufacturing,no
17.07,11.0,28.0,43.0,male,hispanic,yes,no,manufacturing,no
19.38,16.0,5.0,25.0,female,white,no,no,manufacturing,no
12.91,15.0,1.0,18.0,female,hispanic,no,no,services,yes
21.11,13.0,23.0,33.0,female,asian,no,no,education,no
22.01,12.0,19.0,41.0,male,white,no,no,government,no
22.56,16.0,10.0,31.0,male,hispanic,no,no,manufacturing,no
15.51,12.0,20.0,42.0,male,white,yes,no,manufacturing,no
16.83,17.0,7.0,35.0,female,hispanic,no,no,services,no
21.02,18.0,14.0,39.0,female,white,no,no,services,no
26.29,17.0,7.0,33.0,female,white,yes,no,manufacturing,no
22.7,12.0,14.0,41.0,female,hispanic,yes,no,services,no
16.26,13.0,21.0,41.0,female,other,no,no,services,no
14.46,14.0,16.0,40.0,male,hispanic,yes,yes,manufacturing,no
19.95,12.0,14.0,29.0,female,white,yes,no,services,no
18.33,13.0,0.0,18.0,female,black,yes,no,manufacturing,no
18.67,14.0,21.0,37.0,male,white,yes,no,healthcare,no
11.49,9.0,13.0,30.0,female,asian,no,no,services,no
16.43,16.0,18.0,42.0,male,white,yes,no,services,no
18.29,15.0,12.0,30.0,female,white,yes,no,services,no
16.87,17.0,9.0,33.0,male,white,yes,no,services,no
32.35,15.0,24.0,42.0,female,white,no,no,healthcare,no
20.22,12.0,9.0,19.0,male,white,yes,no,healthcare,no
11.49,10.0,6.0,28.0,male,white,no,no,services,no
21.12,18.0,2.0,25.0,male,white,yes,no,manufacturing,no
22.03,12.0,15.0,36.0,female,white,yes,no,education,no
27.96,18.0,18.0,38.0,female,hispanic,no,no,services,yes
23.91,15.0,30.0,54.0,female,black,yes,no,manufacturing,no
29.57,19.0,15.0,35.0,male,white,no,no,manufacturing,no
16.19,12.0,1.0,26.0,female,white,yes,no,services,no
19.61,18.0,0.0,23.0,female,white,yes,no,manufacturing,no
24.69,15.0,15.0,31.0,male,white,no,no,manufacturing,yes
22.01,14.0,0.0,18.0,female,white,no,yes,services,no
10.0,17.0,6.0,32.0,female,other,yes,no,services,no
10.0,9.0,8.0,18.0,female,white,yes,no,services,no
30.21,21.0,25.0,50.0,male,white,no,no,services,no
16.82,15.0,16.0,42.0,female,hispanic,no,no,services,yes
19.61,14.0,24.0,44.0,male,white,no,no,education,no
26.15,19.0,24.0,50.0,male,white,yes,no,government,no
24.06,13.0,17.0,35.0,female,white,no,no,manufacturing,no
25.48,17.0,0.0,18.0,female,white,yes,no,manufacturing,yes
14.83,13.0,13.0,28.0,female,asian,yes,no,healthcare,no
22.34,16.0,0.0,23.0,male,white,yes,no,education,no
22.4,15.0,15.0,39.0,male,white,no,no,education,yes
26.41,15.0,21.0,46.0,female,white,no,no,manufacturing,no
30.21,16.0,40.0,62.0,female,asian,no,no,healthcare,no
15.72,13.0,20.0,39.0,male,hispanic,no,no,healthcare,no
12.4,11.0,8.0,22.0,female,white,yes,yes,manufacturing,no
18.31,13.0,16.0,34.0,male,white,no,no,manufacturing,no
19.26,12.0,5.0,24.0,male,white,yes,no,manufacturing,yes
20.73,15.0,30.0,50.0,male,black,yes,no,services,yes
20.72,15.0,16.0,24.0,male,hispanic,yes,no,government,no
23.26,13.0,26.0,45.0,female,black,yes,no,healthcare,no
18.76,15.0,0.0,18.0,male,white,yes,no,services,yes
26.8,14.0,28.0,50.0,female,white,yes,no,manufacturing,no
21.1,16.0,14.0,39.0,male,white,yes,no,services,no
19.72,14.0,21.0,46.0,male,white,no,no,manufacturing,no
10.0,12.0,19.0,38.0,male,white,no,no,manufacturing,yes
18.24,14.0,12.0,40.0,female,hispanic,no,yes,education,no
19.6,12.0,15.0,35.0,female,white,no,no,services,yes
25.42,15.0,8.0,27.0,female,white,no,no,manufacturing,no
21.45,15.0,19.0,41.0,male,hispanic,no,no,healthcare,no
20.95,16.0,8.0,29.0,male,white,no,no,services,no
20.93,16.0,5.0,25.0,male,other,no,yes,services,no
16.41,11.0,6.0,21.0,male,white,yes,no,services,no
12.69,12.0,11.0,28.0,male,white,yes,no,services,no
16.0,14.0,17.0,43.0,male,white,no,no,services,no
19.65,16.0,14.0,38.0,male,hispanic,yes,yes,services,no
12.39,10.0,13.0,28.0,male,black,no,no,manufacturing,yes
10.0,10.0,12.0,23.0,female,black,no,no,services,no
15.31,14.0,15.0,40.0,male,white,no,no,government,no
20.66,16.0,10.0,31.0,female,white,no,no,services,no
24.61,19.0,13.0,39.0,female,white,no,no,services,no
11.2,12.0,30.0,50.0,female,white,yes,no,education,yes
16.58,14.0,15.0,35.0,male,other,yes,yes,healthcare,no
20.99,16.0,12.0,40.0,male,black,yes,no,healthcare,no
16.77,14.0,8.0,30.0,female,asian,no,yes,services,no
24.58,15.0,17.0,35.0,female,hispanic,yes,no,manufacturing,no
26.39,14.0,12.0,29.0,female,hispanic,no,no,services,no
10.0,15.0,15.0,35.0,male,asian,yes,no,manufacturing,no
21.79,14.0,24.0,51.0,female,black,no,no,services,no
10.0,10.0,6.0,33.0,male,other,yes,no,healthcare,no
16.05,10.0,13.0,29.0,female,other,yes,no,education,yes
26.04,14.0,17.0,38.0,male,white,no,no,manufacturing,no
19.99,10.0,36.0,54.0,female,white,yes,no,healthcare,no
22.69,16.0,13.0,34.0,male,asian,no,no,manufacturing,no
11.06,17.0,8.0,31.0,female,hispanic,yes,no,healthcare,yes
13.57,14.0,8.0,33.0,female,black,yes,no,healthcare,no
14.73,9.0,17.0,30.0,female,white,no,no,manufacturing,no
27.53,12.0,9.0,27.0,female,hispanic,yes,no,education,yes
21.26,15.0,8.0,23.0,female,black,no,yes,services,no
23.34,17.0,9.0,27.0,female,asian,no,yes,education,no
23.49,15.0,4.0,26.0,female,white,no,no,services,no
11.57,14.0,20.0,47.0,male,hispanic,yes,no,manufacturing,yes
26.9,16.0,22.0,42.0,male,white,no,no,education,no
26.64,11.0,11.0,25.0,female,white,yes,no,services,no
10.0,13.0,9.0,30.0,male,white,yes,yes,education,no
18.08,13.0,21.0,42.0,male,white,no,no,manufacturing,yes
15.94,14.0,18.0,42.0,female,hispanic,yes,no,services,yes
25.63,16.0,12.0,36.0,female,white,no,yes,manufacturing,yes
13.85,11.0,18.0,36.0,female,hispanic,yes,no,manufacturing,no
13.87,14.0,15.0,35.0,male,asian,no,no,healthcare,no
20.57,15.0,13.0,33.0,female,white,yes,no,services,no
17.04,16.0,12.0,29.0,female,white,no,no,services,no
25.91,13.0,22.0,41.0,female,white,yes,no,services,no
10.88,9.0,27.0,40.0,female,asian,yes,yes,healthcare,yes
10.0,16.0,1.0,18.0,male,white,yes,no,services,no
25.37,16.0,14.0,38.0,male,white,yes,no,manufacturing,no
18.97,14.0,20.0,39.0,male,white,no,no,healthcare,yes
26.43,16.0,27.0,50.0,female,hispanic,no,no,services,yes
19.03,12.0,17.0,36.0,female,black,no,no,services,no
26.11,16.0,1.0,24.0,female,asian,yes,no,healthcare,no
30.35,17.0,2.0,24.0,male,hispanic,no,no,manufacturing,no
17.96,13.0,18.0,41.0,male,other,no,no,services,no
29.15,16.0,0.0,18.0,male,white,no,no,manufacturing,no
18.24,12.0,16.0,33.0,female,white,no,no,services,no
24.05,16.0,9.0,42.0,female,black,yes,no,healthcare,yes
22.23,18.0,8.0,28.0,male,white,no,no,services,yes
14.54,16.0,14.0,31.0,female,white,yes,no,services,yes
19.44,15.0,11.0,40.0,female,white,yes,no,government,no
12.24,9.0,8.0,23.0,female,white,no,no,manufacturing,no
16.93,14.0,3.0,20.0,female,white,no,no,healthcare,no
17.89,14.0,19.0,34.0,female,hispanic,yes,no,education,no
10.0,15.0,8.0,33.0,female,white,yes,yes,government,no
17.65,11.0,19.0,33.0,female,black,yes,no,manufacturing,no
13.33,15.0,10.0,35.0,male,black,yes,no,manufacturing,no
29.24,15.0,23.0,50.0,male,hispanic,no,no,manufacturing,no
12.41,14.0,16.0,41.0,male,white,yes,yes,manufacturing,no
16.49,16.0,11.0,35.0,female,white,no,no,services,yes
19.29,16.0,20.0,43.0,female,white,no,no,services,no
26.38,17.0,21.0,43.0,female,white,yes,no,manufacturing,no
12.94,11.0,10.0,22.0,female,other,no,no,healthcare,no
23.45,16.0,14.0,34.0,female,white,no,yes,manufacturing,yes
22.73,11.0,19.0,34.0,female,white,no,no,healthcare,no
13.38,16.0,4.0,24.0,female,white,no,no,healthcare,no
24.0,15.0,15.0,37.0,male,white,no,no,services,yes
30.04,14.0,21.0,42.0,male,white,no,no,manufacturing,yes
26.36,20.0,13.0,42.0,male,hispanic,yes,no,healthcare,no
15.2,16.0,14.0,32.0,female,white,yes,yes,manufacturing,yes
14.2,12.0,28.0,48.0,female,white,yes,no,services,no
21.32,13.0,0.0,18.0,male,hispanic,no,no,manufacturing,no
14.51,11.0,20.0,32.0,female,asian,yes,no,healthcare,no
19.27,15.0,9.0,35.0,female,black,no,no,healthcare,no
23.6,17.0,21.0,44.0,female,hispanic,yes,no,manufacturing,no
25.4,17.0,16.0,52.0,female,white,no,yes,manufacturing,no
21.17,14.0,19.0,41.0,male,hispanic,no,no,manufacturing,no
20.4,14.0,2.0,23.0,female,white,no,no,services,yes
20.56,17.0,23.0,43.0,male,asian,no,no,services,yes
15.85,15.0,24.0,47.0,female,black,yes,no,manufacturing,no
22.87,17.0,27.0,50.0,male,black,yes,no,manufacturing,yes
24.53,17.0,7.0,27.0,male,white,yes,no,manufacturing,no
19.78,17.0,5.0,30.0,male,white,yes,no,manufacturing,no
12.82,14.0,4.0,22.0,male,white,yes,no,services,no
32.92,12.0,14.0,37.0,female,white,yes,no,services,no
17.92,13.0,29.0,48.0,male,hispanic,yes,yes,services,yes
14.64,15.0,14.0,33.0,female,asian,no,no,manufacturing,no
18.6,14.0,10.0,33.0,female,hispanic,no,no,healthcare,no
26.92,13.0,23.0,45.0,male,white,yes,no,manufacturing,no
21.13,17.0,19.0,44.0,female,white,no,no,manufacturing,yes
21.41,15.0,17.0,39.0,male,black,yes,no,manufacturing,no
12.03,11.0,4.0,18.0,male,black,yes,no,manufacturing,no
29.86,18.0,23.0,50.0,female,white,no,no,services,no
15.4,13.0,6.0,29.0,female,white,yes,no,services,no
20.53,15.0,24.0,48.0,female,white,yes,no,healthcare,no
10.0,11.0,16.0,39.0,female,white,yes,no,education,no
20.42,17.0,20.0,38.0,female,black,no,no,services,no
31.19,16.0,22.0,38.0,male,asian,yes,no,manufacturing,no
28.77,14.0,10.0,32.0,male,white,yes,no,services,no
27.73,17.0,26.0,40.0,male,white,no,no,healthcare,yes
21.69,18.0,10.0,35.0,female,black,yes,yes,services,no
20.88,14.0,20.0,39.0,female,asian,yes,no,education,yes
21.71,14.0,10.0,24.0,female,hispanic,yes,no,services,no
17.18,17.0,23.0,47.0,female,other,no,no,services,no
13.67,10.0,14.0,26.0,male,white,no,no,education,no
17.14,15.0,27.0,47.0,female,white,yes,no,manufacturing,no
25.44,16.0,27.0,46.0,female,white,no,no,services,no
19.02,14.0,23.0,52.0,female,black,yes,no,services,no
21.24,17.0,19.0,39.0,male,white,no,no,manufacturing,no
23.74,17.0,12.0,36.0,female,white,no,no,services,no
19.47,12.0,5.0,23.0,female,white,yes,yes,education,no
28.3,19.0,12.0,36.0,male,hispanic,no,no,services,no
25.39,15.0,18.0,30.0,male,white,yes,no,manufacturing,no
23.93,18.0,17.0,39.0,female,black,no,no,services,no
21.71,12.0,19.0,38.0,male,hispanic,no,no,manufacturing,yes
18.19,15.0,2.0,27.0,female,white,yes,no,services,no
20.04,13.0,9.0,40.0,female,white,yes,no,healthcare,no
28.64,15.0,19.0,44.0,female,white,yes,no,education,no
11.13,15.0,27.0,56.0,male,white,no,no,services,yes
24.39,11.0,18.0,34.0,male,white,yes,no,services,no
14.09,9.0,10.0,31.0,male,white,yes,no,manufacturing,no
20.47,15.0,15.0,45.0,male,asian,yes,no,education,no
13.1,15.0,7.0,25.0,female,other,yes,no,education,no
16.3,19.0,13.0,33.0,female,white,yes,no,services,no
17.49,13.0,21.0,39.0,male,white,no,no,manufacturing,no
20.39,17.0,0.0,18.0,female,white,no,no,manufacturing,no
10.0,15.0,6.0,26.0,female,hispanic,no,no,healthcare,no
23.67,17.0,14.0,39.0,male,white,no,no,manufacturing,no
21.54,14.0,13.0,31.0,female,white,yes,no,healthcare,no
12.65,13.0,18.0,37.0,female,other,yes,no,healthcare,no
31.96,19.0,26.0,52.0,female,white,no,no,services,no
21.69,13.0,12.0,33.0,male,white,yes,no,education,no
10.0,10.0,36.0,56.0,female,asian,yes,no,healthcare,yes
26.46,18.0,34.0,65.0,female,hispanic,no,no,services,yes
22.79,14.0,23.0,34.0,female,black,yes,no,services,no
18.0,14.0,0.0,20.0,female,white,yes,no,services,no
24.12,18.0,17.0,43.0,female,hispanic,yes,yes,manufacturing,no
17.23,13.0,11.0,30.0,male,white,yes,yes,manufacturing,no
13.88,14.0,16.0,39.0,male,other,no,no,education,yes
19.04,13.0,26.0,47.0,female,other,no,no,services,no
25.17,15.0,8.0,41.0,female,white,yes,no,healthcare,no
24.72,17.0,22.0,46.0,male,hispanic,yes,no,healthcare,yes
19.6,17.0,0.0,24.0,female,white,yes,no,services,no
12.26,13.0,22.0,38.0,female,white,no,no,services,no
14.19,10.0,15.0,25.0,female,white,yes,no,manufacturing,no
13.15,10.0,7.0,21.0,female,white,no,no,services,no
25.96,17.0,5.0,26.0,male,white,no,no,services,yes
24.97,14.0,7.0,28.0,male,hispanic,yes,no,services,no
24.11,13.0,21.0,39.0,male,white,yes,no,manufacturing,no
24.42,16.0,16.0,41.0,female,white,no,no,healthcare,yes
16.53,12.0,8.0,32.0,female,hispanic,yes,no,education,no
15.29,15.0,6.0,25.0,female,asian,no,no,services,no
22.48,19.0,5.0,29.0,female,white,yes,no,manufacturing,yes
16.29,17.0,19.0,42.0,male,black,no,no,manufacturing,no
23.21,16.0,3.0,27.0,female,white,no,no,services,no
10.0,12.0,8.0,27.0,female,white,no,no,services,no
10.0,10.0,14.0,33.0,female,hispanic,yes,no,healthcare,yes
20.02,12.0,2.0,18.0,female,asian,yes,no,education,yes
25.63,10.0,17.0,34.0,female,hispanic,yes,no,services,no
14.08,18.0,19.0,41.0,male,white,no,no,services,yes
29.69,20.0,24.0,56.0,male,black,no,yes,services,no
10.94,8.0,4.0,19.0,female,black,no,no,healthcare,no
13.92,11.0,6.0,27.0,male,black,no,no,education,no
19.09,13.0,12.0,32.0,female,white,yes,yes,services,no
20.57,15.0,13.0,38.0,female,black,yes,no,healthcare,no
28.17,16.0,17.0,40.0,male,white,yes,no,education,no
12.62,16.0,17.0,40.0,female,hispanic,no,no,services,yes
21.35,16.0,9.0,32.0,male,white,no,yes,services,no
19.88,16.0,26.0,46.0,male,white,yes,no,manufacturing,no
18.69,12.0,6.0,26.0,male,white,no,no,manufacturing,no
15.37,15.0,14.0,38.0,female,white,no,no,government,no
21.66,15.0,26.0,40.0,female,hispanic,no,no,services,no
19.7,13.0,14.0,29.0,male,white,no,no,services,no
15.53,13.0,2.0,23.0,male,white,no,no,healthcare,no
20.84,17.0,2.0,25.0,female,white,yes,no,manufacturing,no
10.0,10.0,30.0,46.0,female,white,no,no,education,no
13.77,13.0,23.0,35.0,male,white,no,no,healthcare,yes
16.19,16.0,11.0,29.0,male,black,no,no,government,no
18.09,15.0,26.0,51.0,male,black,no,no,manufacturing,no
15.36,14.0,13.0,32.0,male,white,yes,no,healthcare,yes
20.21,17.0,11.0,28.0,female,white,yes,no,healthcare,no
15.45,14.0,21.0,36.0,male,white,yes,no,services,no
17.93,10.0,16.0,28.0,male,asian,no,no,education,no
15.21,15.0,6.0,25.0,male,black,yes,no,services,no
23.87,13.0,22.0,39.0,male,hispanic,no,no,manufacturing,no
22.05,18.0,33.0,61.0,female,white,no,no,education,no
22.75,17.0,0.0,21.0,female,white,no,no,services,yes
14.04,14.0,16.0,40.0,male,white,no,no,services,no
16.92,11.0,2.0,18.0,male,asian,yes,no,manufacturing,no
10.0,13.0,24.0,45.0,male,hispanic,yes,no,services,no
24.65,17.0,21.0,45.0,female,white,yes,no,manufacturing,yes
20.48,14.0,20.0,43.0,female,black,no,no,healthcare,no
17.59,13.0,15.0,39.0,male,other,no,no,manufacturing,no
11.9,14.0,10.0,31.0,male,white,yes,no,manufacturing,no
17.68,11.0,11.0,26.0,male,white,no,no,manufacturing,yes
28.83,15.0,19.0,37.0,female,white,no,no,services,yes
24.48,11.0,27.0,39.0,male,white,yes,yes,manufacturing,no
27.39,18.0,7.0,30.0,male,white,yes,no,manufacturing,no
24.42,17.0,7.0,29.0,male,hispanic,yes,no,manufacturing,no
12.49,10.0,25.0,43.0,female,hispanic,no,no,services,yes
20.07,15.0,12.0,33.0,male,white,no,yes,manufacturing,no
23.39,16.0,19.0,40.0,male,white,yes,no,services,no
25.64,19.0,16.0,37.0,male,white,no,no,government,no
24.09,15.0,17.0,29.0,female,white,no,no,healthcare,no
18.38,12.0,16.0,36.0,female,white,no,no,services,no
22.68,13.0,15.0,30.0,male,white,yes,no,manufacturing,no
21.65,16.0,11.0,43.0,male,white,no,yes,manufacturing,no
27.6,16.0,21.0,45.0,male,white,no,no,services,no
22.46,16.0,17.0,46.0,female,white,yes,no,government,no
22.73,16.0,9.0,28.0,female,white,yes,no,services,yes
30.19,21.0,15.0,35.0,female,other,yes,no,education,no
19.57,13.0,30.0,40.0,male,black,no,no,services,yes
12.09,16.0,23.0,48.0,female,white,yes,no,services,no
29.08,12.0,17.0,35.0,male,black,yes,no,manufacturing,yes
30.33,15.0,11.0,33.0,male,white,no,no,manufacturing,yes
24.72,16.0,12.0,30.0,male,white,no,no,services,no
27.98,18.0,2.0,27.0,female,white,yes,no,manufacturing,no
27.59,20.0,13.0,36.0,female,black,yes,no,education,no
16.59,14.0,15.0,41.0,male,black,no,no,manufacturing,no
18.74,14.0,0.0,21.0,male,hispanic,no,no,manufacturing,no
27.91,17.0,18.0,39.0,male,white,no,no,healthcare,no
13.14,12.0,14.0,30.0,male,white,yes,no,services,no
14.29,11.0,1.0,18.0,female,white,yes,no,healthcare,yes
16.77,11.0,14.0,32.0,male,black,yes,no,manufacturing,no
27.29,18.0,13.0,42.0,female,white,no,no,healthcare,no
16.72,14.0,6.0,28.0,female,white,no,no,healthcare,yes
21.84,20.0,26.0,50.0,male,white,no,yes,manufacturing,yes
10.0,15.0,10.0,29.0,male,other,no,no,manufacturing,no
29.48,21.0,22.0,43.0,female,white,no,yes,services,no
25.89,18.0,10.0,33.0,male,hispanic,yes,no,education,yes
21.43,16.0,0.0,18.0,male,white,no,no,services,no
22.26,15.0,0.0,24.0,male,black,yes,no,healthcare,no
29.71,18.0,30.0,51.0,female,white,no,no,services,no
10.0,10.0,15.0,32.0,female,other,yes,no,services,no
16.9,10.0,14.0,30.0,male,other,no,no,manufacturing,no
16.19,14.0,15.0,28.0,male,asian,no,no,services,no
28.28,12.0,17.0,38.0,male,black,no,no,manufacturing,no
10.0,10.0,6.0,23.0,female,asian,yes,no,education,no
19.36,16.0,20.0,32.0,male,white,yes,no,services,no
16.68,11.0,21.0,38.0,male,hispanic,no,no,services,no
23.45,12.0,29.0,50.0,female,white,yes,no,services,no
21.69,12.0,18.0,41.0,male,white,yes,no,services,no
12.49,11.0,11.0,32.0,female,white,no,no,healthcare,no
16.72,14.0,11.0,33.0,female,white,yes,no,healthcare,no
14.12,15.0,18.0,38.0,male,white,yes,no,healthcare,yes
13.1,11.0,8.0,29.0,female,white,yes,no,services,no
13.04,8.0,19.0,34.0,female,white,no,no,healthcare,no
25.92,17.0,22.0,42.0,male,white,yes,no,services,yes
31.83,15.0,16.0,45.0,female,white,yes,no,services,no
23.99,13.0,4.0,24.0,male,white,yes,no,manufacturing,yes
19.69,17.0,22.0,41.0,female,hispanic,yes,no,government,yes
11.92,8.0,25.0,38.0,female,white,yes,no,services,no
14.68,12.0,10.0,26.0,female,black,yes,no,services,no
25.67,17.0,24.0,52.0,male,white,yes,no,manufacturing,no
20.15,18.0,17.0,46.0,female,white,yes,no,manufacturing,no
21.78,16.0,1.0,23.0,male,hispanic,no,no,manufacturing,yes
10.0,15.0,7.0,25.0,male,white,yes,yes,education,no
18.87,11.0,15.0,28.0,female,white,no,no,services,no
14.85,14.0,8.0,30.0,male,white,yes,no,services,no
36.3,20.0,17.0,49.0,male,hispanic,yes,no,manufacturing,no
19.68,14.0,1.0,23.0,female,black,yes,no,services,yes
26.18,20.0,25.0,52.0,female,black,yes,yes,manufacturing,no
23.21,15.0,9.0,30.0,female,other,no,no,healthcare,no
10.49,11.0,10.0,25.0,male,white,no,no,services,yes
13.91,14.0,6.0,27.0,male,black,no,no,manufacturing,yes
24.05,17.0,19.0,44.0,male,white,yes,no,manufacturing,no
21.56,15.0,11.0,30.0,female,white,no,no,services,no
22.4,17.0,17.0,42.0,female,white,yes,no,services,yes
22.65,15.0,17.0,40.0,female,white,no,no,education,yes
16.06,15.0,5.0,28.0,female,white,yes,no,healthcare,no
15.94,11.0,12.0,25.0,male,white,yes,no,manufacturing,no
14.89,14.0,18.0,48.0,male,black,yes,no,education,no
15.04,17.0,17.0,40.0,female,hispanic,no,no,services,no
15.98,16.0,0.0,28.0,female,black,no,no,services,no
13.59,13.0,18.0,40.0,female,white,yes,yes,government,no
10.0,12.0,8.0,25.0,female,white,no,no,services,no
16.06,16.0,1.0,18.0,female,white,yes,yes,services,no
20.25,13.0,11.0,31.0,male,white,no,no,manufacturing,no
17.33,15.0,17.0,42.0,female,hispanic,yes,no,services,no
11.24,15.0,19.0,38.0,male,white,yes,yes,healthcare,yes
19.71,13.0,14.0,34.0,male,hispanic,yes,no,government,yes
13.84,15.0,21.0,44.0,female,black,yes,no,services,no
19.86,15.0,19.0,27.0,female,asian,yes,no,services,yes
22.92,15.0,25.0,50.0,female,black,no,no,services,no
13.07,13.0,2.0,22.0,male,white,yes,no,services,yes
20.81,15.0,16.0,41.0,female,white,no,no,healthcare,no
27.1,17.0,21.0,42.0,male,hispanic,no,no,manufacturing,no
23.57,17.0,5.0,35.0,male,hispanic,no,no,education,no
30.21,16.0,14.0,38.0,male,white,no,no,education,yes
17.25,15.0,16.0,44.0,female,white,no,no,services,no
21.58,13.0,18.0,36.0,male,black,yes,no,manufacturing,no
20.75,16.0,8.0,24.0,male,white,yes,no,healthcare,yes
23.99,19.0,8.0,30.0,female,white,no,no,services,yes
17.9,11.0,7.0,25.0,male,white,no,no,manufacturing,no
17.78,15.0,19.0,34.0,female,white,no,no,manufacturing,no
24.25,12.0,6.0,22.0,male,white,no,no,healthcare,yes
28.43,13.0,19.0,39.0,female,black,no,no,healthcare,yes
37.25,19.0,16.0,38.0,male,other,yes,no,education,no
17.02,11.0,14.0,27.0,male,asian,yes,no,manufacturing,no
26.42,16.0,15.0,30.0,male,asian,no,no,manufacturing,no
22.78,17.0,13.0,37.0,male,white,yes,no,manufacturing,no
21.96,13.0,22.0,43.0,female,hispanic,yes,no,healthcare,no
22.98,18.0,13.0,32.0,female,white,yes,no,services,no
26.2,13.0,6.0,26.0,male,white,no,yes,services,no
21.95,14.0,15.0,42.0,male,hispanic,yes,no,manufacturing,no
27.65,14.0,18.0,38.0,male,white,no,no,manufacturing,no
11.53,15.0,5.0,26.0,male,black,no,yes,manufacturing,no
13.51,13.0,24.0,43.0,male,white,yes,no,manufacturing,no
23.85,13.0,29.0,45.0,female,hispanic,yes,no,services,no
13.16,12.0,13.0,28.0,male,black,yes,no,manufacturing,no
16.42,12.0,9.0,27.0,female,hispanic,no,yes,manufacturing,no
22.58,13.0,13.0,32.0,male,black,yes,no,services,no
14.39,16.0,13.0,29.0,female,hispanic,no,no,healthcare,no
33.09,17.0,16.0,42.0,female,white,no,no,services,no
12.78,15.0,12.0,37.0,female,black,yes,no,healthcare,no
11.57,11.0,3.0,23.0,male,asian,no,no,manufacturing,no
10.0,12.0,19.0,35.0,male,hispanic,no,no,education,no
15.36,15.0,16.0,36.0,male,white,no,yes,services,yes
16.76,15.0,14.0,43.0,male,asian,no,no,healthcare,no
15.78,14.0,11.0,32.0,female,asian,yes,no,government,no
14.07,16.0,11.0,36.0,female,other,no,no,manufacturing,no
20.19,16.0,24.0,43.0,male,hispanic,yes,no,healthcare,no
10.0,13.0,13.0,25.0,female,white,yes,no,services,no
19.87,14.0,9.0,32.0,female,white,yes,no,government,no
18.73,11.0,36.0,59.0,male,black,no,yes,education,yes
10.0,8.0,7.0,20.0,female,black,yes,no,services,no
10.0,11.0,11.0,26.0,female,white,yes,no,healthcare,no
14.37,12.0,0.0,21.0,female,white,no,no,healthcare,yes
16.66,11.0,26.0,37.0,female,white,no,no,education,no
10.51,16.0,10.0,29.0,female,hispanic,no,no,services,yes
10.32,14.0,8.0,31.0,male,black,no,no,manufacturing,no
17.39,15.0,18.0,39.0,female,white,no,no,education,no
21.85,15.0,17.0,36.0,female,black,no,no,education,yes
19.23,14.0,22.0,42.0,female,white,yes,no,government,yes
21.61,19.0,12.0,38.0,female,white,no,no,services,no
18.12,17.0,14.0,36.0,female,white,yes,no,education,no
21.16,16.0,31.0,52.0,female,white,yes,no,healthcare,no
11.21,12.0,17.0,40.0,male,hispanic,no,no,healthcare,no
12.1,12.0,9.0,20.0,female,hispanic,no,no,services,no
24.73,15.0,34.0,56.0,female,white,yes,no,education,no
25.49,15.0,12.0,31.0,male,black,no,no,services,no
36.58,18.0,20.0,43.0,female,white,yes,no,services,no
19.09,12.0,2.0,21.0,female,white,no,yes,government,no
29.54,17.0,20.0,48.0,male,other,no,yes,manufacturing,no
13.7,10.0,27.0,40.0,female,asian,yes,no,healthcare,yes
30.14,15.0,12.0,32.0,female,white,yes,no,services,no
18.58,14.0,8.0,30.0,male,white,no,no,healthcare,yes
15.48,12.0,23.0,46.0,male,black,no,no,services,yes
16.87,11.0,18.0,37.0,male,white,yes,no,manufacturing,no
13.56,14.0,9.0,33.0,female,white,no,yes,government,no
29.14,17.0,7.0,32.0,male,white,yes,no,manufacturing,yes
12.29,10.0,19.0,35.0,male,white,yes,yes,services,no
20.95,12.0,17.0,39.0,male,white,yes,no,manufacturing,no
